country;age;gender;Q1;sad;helpless;anxious;afraid;optimistic;angry;guilty;ashamed;hurt;depressed;despair;grief;powerless;indifferent;Q3;Q6;Doing enough to avoid a climate catastrophe;abandoned;hopeful;protected
Philippines;21;man;extremely;yes;yes;no;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;moderately;yes;very;very;moderately
Finland;18;man;a little;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Philippines;19;woman;extremely;yes;yes;yes;yes;no;no;yes;yes;no;no;no;no;yes;yes;yes;not at all;yes;a little;a little;not at all
Philippines;25;woman;very;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;prefer not to say;very;no;very;moderately;moderately
United Kingdom;18;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;no;yes;no;yes;a little;yes;not at all;a little;a little
Finland;21;man;moderately;yes;no;no;yes;yes;no;no;no;no;no;no;no;no;yes;no;very;no;not at all;moderately;a little
Philippines;25;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;no;moderately;moderately;moderately
Finland;16;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;a little;moderately;very
Finland;20;woman;moderately;yes;yes;yes;yes;no;yes;no;prefer not to say;no;no;yes;yes;yes;no;no;moderately;no;not at all;not at all;moderately
Philippines;25;woman;extremely;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;yes;yes;not at all;yes;very;moderately;a little
Philippines;19;woman;very;yes;no;yes;yes;no;yes;yes;no;no;no;no;no;no;no;yes;not at all;no;a little;a little;moderately
Philippines;24;woman;very;yes;no;no;no;yes;no;yes;no;no;yes;no;no;yes;yes;yes;very;yes;not at all;very;not at all
Finland;25;man;very;yes;yes;yes;yes;no;yes;no;yes;no;no;yes;yes;yes;no;no;not at all;yes;very;not at all;extremely
Finland;18;man;very;yes;no;yes;no;yes;no;yes;no;no;yes;no;yes;no;yes;yes;moderately;no;a little;moderately;a little
Finland;25;woman;a little;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;a little;no;not at all;a little;not at all
Finland;20;man;a little;no;yes;no;no;yes;no;no;no;no;no;no;yes;yes;yes;no;a little;yes;moderately;a little;a little
Philippines;23;man;very;yes;no;yes;yes;yes;yes;yes;yes;no;no;no;no;no;yes;no;not at all;yes;moderately;moderately;moderately
Finland;18;man;very;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;yes;yes;no;a little;no;a little;a little;a little
Philippines;24;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;a little;extremely;not at all
Brazil;21;man;extremely;yes;no;no;yes;no;yes;yes;no;no;yes;yes;no;yes;no;no;a little;no;not at all;not at all;extremely
Philippines;19;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;moderately;very;not at all
Finland;23;woman;very;no;yes;yes;yes;no;yes;no;no;yes;no;yes;yes;yes;yes;no;moderately;yes;a little;moderately;not at all
Finland;23;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;no;moderately;not at all;extremely
Philippines;21;woman;very;yes;no;yes;yes;no;yes;no;no;no;yes;no;no;no;no;yes;moderately;yes;a little;a little;moderately
Finland;21;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;a little;yes;not at all;a little;not at all
Philippines;21;woman;very;yes;no;no;yes;no;yes;yes;yes;yes;yes;no;yes;yes;yes;no;moderately;no;moderately;moderately;a little
Philippines;18;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;no;no;yes;no;yes;no;no;not at all;yes;a little;not at all;moderately
Finland;24;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;moderately;a little;very
Philippines;24;woman;extremely;yes;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;a little;no;moderately;moderately;moderately
Philippines;21;man;moderately;yes;yes;yes;yes;yes;no;no;no;no;no;yes;yes;no;no;no;not at all;no;moderately;very;moderately
Finland;19;woman;a little;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;moderately;yes;not at all;moderately;not at all
Philippines;25;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;a little;no;not at all;a little;a little
Philippines;23;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;no;yes;yes;very;yes;a little;a little;a little
Finland;21;woman;a little;no;no;no;no;no;no;no;yes;no;no;no;yes;no;yes;no;not at all;yes;not at all;not at all;not at all
Philippines;22;man;very;yes;no;yes;yes;yes;no;yes;no;no;no;yes;yes;yes;no;no;a little;no;a little;very;moderately
Philippines;24;man;extremely;yes;no;yes;yes;no;yes;no;no;yes;yes;yes;no;no;no;yes;moderately;yes;a little;very;a little
Philippines;22;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;no;yes;yes;moderately;no;a little;very;a little
Philippines;23;man;moderately;yes;yes;yes;yes;yes;no;yes;no;yes;no;yes;no;yes;yes;yes;a little;no;a little;very;moderately
Philippines;20;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;no;no;no;yes;prefer not to say;yes;not at all;no;moderately;a little;a little
Philippines;22;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;a little;no;extremely;a little;very
Finland;20;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;no;moderately;moderately;moderately
Philippines;25;man;moderately;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;a little;yes;a little;a little;a little
Philippines;21;woman;extremely;yes;yes;no;yes;yes;no;yes;yes;yes;no;no;no;no;yes;yes;very;yes;moderately;a little;moderately
Philippines;22;woman;extremely;yes;yes;no;yes;no;yes;yes;no;yes;no;yes;no;no;no;no;a little;yes;moderately;a little;very
Philippines;21;man;extremely;yes;yes;yes;yes;no;no;yes;no;yes;no;yes;yes;yes;no;yes;not at all;no;very;moderately;moderately
Brazil;19;woman;moderately;yes;no;yes;yes;no;yes;no;yes;yes;no;yes;yes;yes;no;no;not at all;yes;a little;not at all;not at all
Brazil;25;woman;very;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;not at all;no;very;very;very
Philippines;24;woman;moderately;yes;yes;yes;yes;no;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;a little;yes;a little;moderately;moderately
Finland;19;woman;extremely;no;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;no;not at all;yes;moderately;not at all;moderately
Finland;21;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;no;moderately;yes;not at all;a little;moderately
Philippines;19;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;not at all;yes;very;not at all;very
Philippines;21;woman;moderately;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;a little;no;very;very;very
Finland;18;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;not at all;yes;extremely;not at all;extremely
Philippines;19;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;no;moderately;moderately;moderately
Finland;16;woman;moderately;yes;yes;no;yes;no;yes;yes;no;no;no;yes;no;yes;yes;no;prefer not to say;no;not at all;a little;not at all
Finland;21;woman;moderately;no;no;no;no;yes;yes;yes;no;yes;yes;no;no;yes;no;yes;moderately;yes;moderately;very;very
Philippines;25;woman;extremely;yes;no;yes;no;yes;yes;yes;yes;yes;no;yes;yes;no;yes;yes;moderately;no;a little;extremely;moderately
Philippines;23;man;extremely;yes;no;no;yes;yes;yes;yes;yes;yes;no;no;no;no;no;no;moderately;prefer not to say;a little;moderately;a little
Philippines;21;woman;very;yes;yes;yes;yes;yes;no;no;no;no;no;no;no;yes;no;no;moderately;no;moderately;moderately;moderately
Philippines;20;woman;extremely;yes;yes;yes;yes;no;no;yes;yes;no;prefer not to say;no;yes;no;yes;yes;not at all;no;very;a little;moderately
Philippines;22;woman;very;yes;no;yes;yes;yes;yes;yes;yes;no;no;no;yes;yes;no;no;not at all;no;extremely;not at all;very
Philippines;24;man;moderately;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;no;moderately;very;moderately
Finland;25;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;no;extremely;a little;not at all
Philippines;20;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;yes;extremely;moderately;extremely
Philippines;20;woman;a little;no;yes;no;no;yes;yes;no;yes;no;yes;no;yes;yes;yes;yes;moderately;yes;very;moderately;moderately
Philippines;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;no;no;yes;yes;moderately;yes;not at all;very;moderately
Philippines;23;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;very;not at all;moderately
Philippines;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;yes;very;not at all;extremely
Finland;18;woman;moderately;yes;no;yes;no;yes;yes;no;no;no;no;no;no;yes;no;no;moderately;no;not at all;a little;not at all
Philippines;19;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;yes;no;yes;yes;yes;yes;a little;yes;very;moderately;moderately
Philippines;24;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;very;no;moderately;moderately;a little
Philippines;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;no;yes;no;yes;a little;no;a little;moderately;not at all
Finland;17;man;moderately;no;no;no;no;no;no;no;yes;yes;no;no;yes;no;no;no;moderately;yes;extremely;not at all;moderately
Finland;20;woman;moderately;yes;yes;no;no;no;no;no;no;no;no;yes;yes;no;no;yes;moderately;yes;extremely;extremely;very
Philippines;23;woman;very;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;yes;yes;yes;yes;not at all;yes;moderately;very;moderately
United Kingdom;22;woman;a little;no;yes;no;no;no;no;no;yes;yes;yes;no;no;yes;no;no;moderately;no;not at all;not at all;prefer not to say
Philippines;22;man;very;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;very;no;not at all;moderately;not at all
United Kingdom;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;no;yes;yes;yes;yes;no;no;a little;yes;not at all;a little;not at all
Philippines;22;man;extremely;yes;yes;yes;yes;yes;yes;yes;no;yes;no;yes;yes;yes;yes;yes;completely reassured;yes;extremely;extremely;extremely
Philippines;19;woman;extremely;yes;yes;yes;yes;no;no;yes;no;yes;yes;yes;no;yes;yes;yes;a little;yes;a little;moderately;a little
Finland;18;man;moderately;no;no;no;yes;no;no;no;no;yes;no;yes;yes;no;yes;yes;not at all;yes;not at all;very;not at all
Philippines;20;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;no;no;yes;yes;yes;a little;yes;very;moderately;very
Philippines;22;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;no;not at all;not at all;moderately
Finland;19;man;very;no;no;no;yes;yes;no;yes;no;no;no;yes;yes;no;yes;no;moderately;no;moderately;moderately;extremely
Finland;22;woman;a little;yes;yes;no;yes;no;no;no;no;no;no;yes;no;yes;no;no;not at all;yes;not at all;a little;not at all
Philippines;20;man;very;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;a little;no;very;a little;a little
Nigeria;21;woman;very;no;no;yes;yes;yes;no;no;no;no;yes;no;no;no;yes;yes;a little;no;a little;a little;a little
Philippines;22;man;extremely;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;moderately;no;a little;moderately;a little
Philippines;24;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;prefer not to say;completely reassured;yes;very;very;very
Finland;17;woman;very;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;yes;no;a little;no;a little;a little;a little
Philippines;24;man;very;yes;no;no;yes;no;yes;yes;no;no;no;no;no;yes;no;no;not at all;yes;very;not at all;very
Philippines;20;man;extremely;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;moderately;no;a little;moderately;moderately
Philippines;21;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;no;a little;extremely;moderately
Philippines;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;yes;no;no;yes;moderately;yes;not at all;very;not at all
Philippines;20;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;not at all;yes;extremely;not at all;extremely
Finland;18;woman;extremely;yes;yes;no;no;no;yes;yes;yes;yes;no;yes;yes;yes;yes;no;a little;yes;moderately;moderately;a little
Portugal;22;man;extremely;yes;no;yes;yes;no;yes;yes;yes;no;no;no;no;yes;no;no;not at all;yes;not at all;not at all;very
Finland;19;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;a little;yes;moderately;very;moderately
Finland;24;woman;moderately;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;a little;yes;not at all;moderately;a little
Finland;18;woman;very;no;yes;no;no;yes;no;no;yes;no;no;yes;yes;no;yes;no;a little;yes;a little;moderately;moderately
Philippines;20;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;completely reassured;yes;extremely;extremely;extremely
Philippines;25;man;very;yes;no;yes;yes;yes;yes;no;yes;yes;yes;yes;no;no;no;no;a little;no;moderately;a little;moderately
Brazil;20;man;very;yes;yes;yes;yes;yes;no;yes;no;yes;no;no;yes;yes;no;yes;moderately;no;moderately;moderately;moderately
Finland;16;woman;very;no;no;no;no;no;no;yes;prefer not to say;no;no;no;yes;no;yes;no;moderately;no;not at all;very;a little
Finland;24;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;no;yes;yes;yes;yes;no;yes;a little;yes;very;a little;extremely
Philippines;21;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;moderately;moderately;moderately
Brazil;18;woman;very;no;no;yes;yes;no;yes;yes;no;no;no;yes;yes;yes;no;yes;not at all;yes;very;a little;a little
Brazil;20;man;very;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;moderately;no;not at all;moderately;not at all
Finland;21;man;very;no;yes;no;yes;yes;no;no;yes;no;yes;yes;yes;yes;no;no;moderately;no;a little;moderately;moderately
United Kingdom;19;woman;a little;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;no;yes;no;no;a little;no;not at all;moderately;not at all
Philippines;18;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;not at all;yes;extremely;a little;extremely
Finland;23;man;very;yes;no;no;no;no;no;yes;yes;no;no;yes;no;no;yes;no;moderately;no;not at all;moderately;a little
Philippines;25;woman;extremely;yes;yes;yes;yes;no;yes;no;no;yes;yes;no;no;no;yes;yes;moderately;no;moderately;a little;a little
Finland;20;woman;moderately;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Finland;20;man;very;yes;no;no;yes;yes;yes;yes;yes;yes;no;no;yes;yes;no;yes;completely reassured;yes;very;not at all;moderately
Philippines;25;woman;extremely;yes;no;yes;yes;yes;no;no;no;no;no;yes;no;no;no;yes;moderately;yes;moderately;very;moderately
Portugal;22;man;moderately;yes;no;yes;no;no;yes;yes;no;no;no;no;no;yes;no;no;not at all;yes;a little;a little;very
Finland;22;woman;very;yes;yes;yes;yes;yes;prefer not to say;no;yes;no;no;no;yes;yes;no;no;moderately;no;a little;moderately;a little
Philippines;22;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;not at all;yes;extremely;moderately;very
Finland;23;woman;moderately;no;yes;no;no;prefer not to say;no;no;no;no;no;no;yes;no;no;no;prefer not to say;no;moderately;extremely;moderately
Finland;17;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;a little;yes;moderately;a little;very
Finland;18;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;not at all;yes;moderately;a little;moderately
Finland;23;woman;very;yes;yes;yes;yes;no;no;yes;no;no;yes;yes;yes;yes;no;no;a little;yes;not at all;not at all;moderately
Philippines;20;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;not at all;yes;moderately;a little;extremely
Philippines;24;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;very;yes;moderately;a little;a little
Philippines;17;woman;very;yes;no;yes;yes;yes;no;yes;yes;no;no;no;no;no;no;no;a little;no;not at all;moderately;not at all
Finland;21;woman;very;yes;yes;no;no;yes;no;no;no;no;no;no;no;no;yes;yes;not at all;no;not at all;a little;a little
Finland;24;man;very;yes;yes;no;yes;no;yes;prefer not to say;no;no;no;no;yes;no;yes;no;moderately;yes;not at all;a little;very
Philippines;25;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;extremely
Philippines;18;woman;very;yes;yes;yes;yes;no;yes;no;no;yes;no;yes;no;no;no;no;a little;yes;not at all;not at all;moderately
Philippines;20;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;completely reassured;no;very;very;very
Philippines;19;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;no;yes;a little;yes;not at all;moderately;very
Finland;24;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;not at all;yes;a little;a little;a little
Philippines;21;man;extremely;yes;yes;no;yes;no;no;yes;yes;yes;yes;yes;yes;yes;no;yes;moderately;yes;a little;moderately;moderately
Philippines;23;woman;very;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;yes;a little;no;a little;moderately;a little
Philippines;21;woman;extremely;yes;no;yes;yes;no;yes;yes;no;yes;no;yes;no;no;no;yes;moderately;no;not at all;very;not at all
Philippines;23;man;extremely;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;a little;very;moderately
Finland;23;woman;extremely;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;yes;no;no;yes;moderately;no;moderately;very;moderately
Philippines;21;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;no;extremely;not at all;extremely
Finland;19;woman;moderately;yes;no;no;yes;no;yes;no;yes;no;no;yes;yes;yes;no;no;moderately;yes;not at all;moderately;not at all
Finland;25;woman;moderately;yes;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;not at all;yes;moderately;a little;moderately
Brazil;23;woman;a little;yes;no;no;prefer not to say;no;no;prefer not to say;yes;no;no;no;no;no;prefer not to say;no;not at all;yes;moderately;a little;prefer not to say
Finland;18;woman;moderately;no;yes;no;yes;no;no;no;no;no;no;no;no;no;yes;no;not at all;no;not at all;a little;not at all
Philippines;24;man;very;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;no;no;no;yes;yes;a little;no;moderately;moderately;very
Finland;20;woman;moderately;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;prefer not to say;no;not at all;a little;prefer not to say
Philippines;24;man;a little;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;yes;yes;no;yes;a little;yes;a little;a little;a little
United Kingdom;21;woman;moderately;yes;yes;no;yes;no;yes;yes;yes;yes;yes;yes;no;no;no;yes;not at all;yes;very;not at all;very
Finland;22;man;a little;yes;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;not at all;yes;not at all;not at all;not at all
Portugal;24;woman;moderately;no;no;no;yes;no;no;yes;no;no;no;no;no;yes;no;no;a little;yes;a little;a little;a little
Philippines;22;man;moderately;yes;yes;yes;no;yes;no;yes;no;yes;no;no;yes;yes;no;no;moderately;no;not at all;a little;moderately
Finland;18;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;no;yes;yes;yes;yes;yes;yes;a little;yes;moderately;a little;a little
Finland;23;man;a little;yes;yes;prefer not to say;yes;yes;yes;yes;no;prefer not to say;yes;yes;yes;yes;yes;yes;a little;yes;very;moderately;very
Brazil;25;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;extremely
Brazil;20;man;very;yes;no;yes;yes;no;no;yes;no;no;no;no;no;no;no;yes;not at all;yes;moderately;moderately;moderately
Philippines;23;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;moderately;moderately;moderately
Philippines;24;woman;extremely;yes;yes;yes;yes;yes;yes;no;no;no;yes;yes;no;yes;no;yes;moderately;yes;a little;very;a little
Finland;19;woman;very;yes;yes;yes;no;no;yes;no;no;no;no;no;yes;no;no;no;not at all;no;not at all;not at all;not at all
Finland;20;man;moderately;no;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;prefer not to say;moderately;yes;extremely;moderately;moderately
Finland;22;woman;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;no;not at all;not at all;not at all
Philippines;20;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;moderately;yes;moderately;very;very
Finland;24;man;moderately;yes;yes;no;yes;yes;yes;yes;no;yes;yes;no;no;no;yes;yes;moderately;no;a little;very;a little
Brazil;25;woman;very;yes;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;not at all;yes;a little;not at all;a little
Philippines;21;woman;very;yes;yes;yes;yes;no;yes;no;yes;no;no;no;no;yes;no;no;not at all;yes;a little;a little;a little
Finland;21;woman;extremely;yes;yes;yes;yes;no;yes;no;no;no;yes;yes;yes;yes;no;yes;prefer not to say;yes;very;moderately;very
Philippines;22;woman;extremely;yes;yes;yes;yes;no;no;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;a little;extremely
Philippines;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;no;yes;no;yes;not at all;yes;a little;a little;a little
Philippines;22;man;a little;yes;yes;no;yes;no;no;no;no;yes;yes;yes;yes;yes;no;yes;a little;yes;a little;a little;a little
Philippines;22;man;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;no;no;yes;very;yes;not at all;very;moderately
Finland;25;woman;moderately;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;yes;yes;yes;moderately;no;a little;not at all;moderately
Philippines;23;man;very;no;no;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;a little;yes;a little;moderately;moderately
Finland;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;prefer not to say;no;no;a little;no;a little;moderately;a little
Philippines;24;man;extremely;yes;no;yes;yes;no;no;yes;yes;yes;yes;yes;yes;no;yes;yes;moderately;yes;a little;moderately;moderately
Philippines;24;woman;moderately;yes;no;no;yes;yes;yes;yes;yes;no;yes;no;yes;no;no;no;not at all;yes;a little;a little;a little
Philippines;16;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;a little;no;moderately;moderately;moderately
Philippines;25;woman;extremely;no;no;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;no;very;no;moderately;very;very
United Kingdom;25;woman;moderately;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;not at all;no;a little;not at all;moderately
Finland;20;man;moderately;no;yes;yes;yes;no;no;yes;no;no;yes;no;yes;yes;yes;yes;very;yes;a little;a little;moderately
Philippines;25;woman;extremely;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;completely reassured;no;not at all;very;a little
Finland;18;man;extremely;yes;prefer not to say;yes;no;prefer not to say;yes;yes;yes;no;no;yes;prefer not to say;yes;yes;yes;a little;prefer not to say;extremely;moderately;moderately
United Kingdom;21;woman;moderately;yes;yes;yes;yes;no;prefer not to say;yes;yes;prefer not to say;prefer not to say;prefer not to say;prefer not to say;yes;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Philippines;25;man;very;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;no;yes;no;no;moderately;no;very;very;extremely
Finland;22;woman;very;yes;yes;yes;yes;no;no;yes;no;yes;no;yes;yes;no;yes;yes;a little;no;not at all;moderately;a little
Finland;18;man;a little;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Philippines;21;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;no;yes;no;yes;not at all;no;extremely;not at all;moderately
Philippines;18;man;very;yes;no;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;yes;yes;very;no;a little;a little;moderately
Finland;24;woman;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Brazil;18;man;extremely;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;no;no;not at all;yes;very;not at all;very
Philippines;25;woman;extremely;no;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;no;yes;moderately;no;a little;moderately;a little
Philippines;20;woman;extremely;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;no;yes;a little;no;moderately;extremely;not at all
Philippines;23;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;moderately;no;moderately;moderately;very
Philippines;25;man;moderately;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;yes;yes;very;yes;a little;very;a little
Philippines;25;man;extremely;yes;yes;yes;yes;prefer not to say;yes;yes;yes;yes;yes;prefer not to say;prefer not to say;yes;prefer not to say;yes;moderately;no;a little;very;moderately
Philippines;24;woman;extremely;yes;yes;yes;yes;yes;yes;no;no;yes;yes;yes;no;yes;yes;yes;moderately;yes;moderately;moderately;moderately
Philippines;20;woman;very;yes;no;yes;yes;yes;no;yes;yes;yes;no;yes;yes;no;yes;no;not at all;no;very;moderately;very
Philippines;23;woman;very;yes;yes;yes;yes;no;yes;yes;no;yes;no;no;no;yes;yes;yes;moderately;no;moderately;moderately;moderately
Australia;18;man;a little;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;not at all;no;a little;moderately;a little
Finland;25;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;no;not at all;not at all;not at all
Finland;24;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;prefer not to say;not at all;not at all
Finland;25;man;moderately;yes;yes;no;no;yes;yes;no;no;no;no;yes;yes;yes;no;no;a little;yes;a little;a little;a little
Philippines;22;man;moderately;no;yes;yes;no;yes;no;no;yes;yes;no;yes;no;yes;yes;yes;moderately;yes;a little;a little;moderately
