country;age;gender;Q1;sad;helpless;anxious;afraid;optimistic;angry;guilty;ashamed;hurt;depressed;despair;grief;powerless;indifferent;Q3;Q6;Doing enough to avoid a climate catastrophe;abandoned;hopeful;protected
Nigeria;23;woman;extremely;yes;no;yes;yes;no;yes;yes;no;yes;no;no;no;yes;no;no;not at all;yes;a little;a little;not at all
Nigeria;21;man;not worried;yes;no;yes;yes;no;yes;no;yes;yes;no;no;no;no;no;yes;a little;yes;not at all;moderately;a little
Nigeria;25;man;extremely;yes;yes;yes;yes;no;no;no;no;no;no;no;no;yes;no;no;not at all;no;moderately;a little;not at all
Nigeria;24;man;extremely;no;yes;yes;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;a little;yes;a little;moderately;a little
Nigeria;25;man;prefer not to say;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;prefer not to say;prefer not to say;not at all;not at all;not at all
Australia;25;man;extremely;prefer not to say;prefer not to say;prefer not to say;yes;yes;yes;prefer not to say;prefer not to say;no;prefer not to say;prefer not to say;no;yes;prefer not to say;no;not at all;yes;moderately;not at all;extremely
Australia;20;man;moderately;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;very;no;not at all;moderately;not at all
Nigeria;20;man;very;yes;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;yes;no;no;completely reassured;no;a little;very;moderately
Australia;19;man;moderately;yes;yes;no;yes;yes;no;no;yes;yes;yes;no;no;yes;no;no;moderately;no;a little;a little;moderately
Finland;21;man;prefer not to say;no;yes;prefer not to say;yes;yes;yes;yes;prefer not to say;no;yes;no;no;prefer not to say;no;no;prefer not to say;yes;a little;a little;extremely
Nigeria;22;man;a little;yes;no;yes;yes;yes;yes;no;prefer not to say;no;yes;yes;no;yes;no;yes;a little;yes;prefer not to say;very;not at all
Nigeria;19;man;very;no;no;no;yes;no;yes;no;no;yes;yes;no;no;no;no;no;moderately;no;very;a little;a little
Australia;19;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;moderately;yes;a little;a little;a little
Finland;25;woman;moderately;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;moderately;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Australia;20;man;moderately;no;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;yes;no;moderately;yes;a little;very;moderately
Nigeria;21;man;not worried;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;not at all;no;a little;not at all;moderately
Nigeria;20;man;not worried;yes;no;yes;yes;no;yes;no;no;no;yes;no;no;no;no;yes;a little;no;very;a little;extremely
Australia;22;man;a little;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;not at all;yes;very;not at all;very
Nigeria;18;woman;extremely;yes;yes;yes;yes;no;no;no;no;no;yes;yes;yes;yes;no;yes;a little;yes;very;not at all;moderately
Finland;24;man;a little;no;no;yes;no;no;prefer not to say;no;no;no;no;no;no;no;no;no;moderately;no;not at all;moderately;not at all
Nigeria;19;woman;very;yes;yes;yes;yes;yes;yes;no;no;yes;yes;no;yes;yes;no;no;not at all;yes;not at all;not at all;a little
Finland;23;man;moderately;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;a little;no;not at all;not at all;not at all
Nigeria;18;man;a little;no;no;yes;yes;prefer not to say;no;no;no;yes;yes;prefer not to say;no;no;no;yes;very;yes;a little;a little;a little
Nigeria;19;man;very;no;no;no;yes;no;no;no;no;yes;no;no;no;yes;no;yes;not at all;no;not at all;a little;not at all
Finland;22;woman;extremely;yes;yes;yes;yes;prefer not to say;yes;yes;yes;no;yes;no;yes;yes;prefer not to say;yes;moderately;yes;a little;very;moderately
Finland;22;man;moderately;no;yes;no;no;yes;yes;no;no;no;yes;no;no;yes;no;yes;not at all;no;moderately;moderately;very
Finland;21;woman;a little;yes;yes;yes;no;no;yes;yes;no;yes;no;yes;yes;no;yes;no;moderately;yes;not at all;moderately;not at all
Nigeria;19;woman;a little;yes;no;no;yes;yes;no;no;no;no;no;no;no;no;yes;no;not at all;no;not at all;a little;not at all
Nigeria;24;woman;very;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;not at all;yes;moderately;a little;a little
France;23;man;extremely;no;yes;no;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;yes;completely reassured;yes;extremely;extremely;extremely
Nigeria;18;man;a little;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;not at all;yes;extremely;a little;moderately
Australia;22;man;very;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;no;no;moderately;no;not at all;moderately;not at all
Nigeria;21;woman;very;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;no;no;yes;not at all;no;moderately;moderately;a little
Nigeria;18;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;extremely
Finland;20;woman;very;yes;yes;yes;yes;no;no;yes;yes;no;yes;yes;yes;no;no;yes;moderately;yes;a little;not at all;moderately
Australia;24;man;very;yes;yes;yes;yes;no;yes;yes;no;yes;no;no;yes;yes;no;no;not at all;no;extremely;moderately;moderately
Portugal;23;woman;very;yes;yes;yes;yes;no;yes;yes;yes;no;yes;no;yes;yes;no;yes;not at all;yes;very;not at all;extremely
Nigeria;21;woman;a little;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;not at all;prefer not to say;a little;a little;very
Finland;25;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;yes;not at all;moderately;not at all
Nigeria;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;no;yes;no;no;not at all;yes;very;not at all;very
Nigeria;22;woman;a little;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;prefer not to say;not at all;no;not at all;not at all;not at all
Australia;21;man;moderately;yes;yes;yes;yes;no;no;no;no;no;no;no;no;yes;yes;no;a little;no;moderately;moderately;moderately
Finland;21;man;extremely;yes;no;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;yes;a little;extremely;extremely
Nigeria;21;woman;very;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;moderately;yes;not at all;moderately;not at all
Portugal;21;woman;moderately;yes;no;yes;yes;no;yes;yes;no;no;no;no;no;no;no;no;moderately;prefer not to say;moderately;a little;moderately
Nigeria;23;woman;a little;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;yes;a little;no;not at all;not at all;not at all
Portugal;21;man;moderately;no;no;yes;yes;no;yes;no;no;no;no;no;no;no;no;no;moderately;no;not at all;moderately;not at all
Nigeria;22;woman;moderately;yes;no;no;no;yes;yes;no;no;yes;yes;no;no;no;no;yes;not at all;prefer not to say;not at all;not at all;not at all
Nigeria;23;woman;very;no;no;yes;yes;no;no;no;no;no;no;no;no;yes;no;no;not at all;yes;not at all;not at all;not at all
Finland;21;man;not worried;yes;no;no;yes;no;yes;no;no;yes;yes;no;yes;no;prefer not to say;prefer not to say;not at all;yes;moderately;very;a little
Finland;21;man;moderately;no;yes;yes;yes;no;no;yes;yes;yes;yes;yes;no;yes;no;yes;moderately;no;extremely;extremely;a little
Nigeria;21;woman;very;yes;yes;yes;yes;yes;yes;no;no;no;yes;yes;yes;no;no;yes;not at all;yes;very;not at all;moderately
Finland;18;woman;moderately;yes;yes;yes;yes;no;yes;no;no;yes;prefer not to say;no;yes;no;prefer not to say;no;not at all;yes;moderately;prefer not to say;moderately
Portugal;23;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;no;yes;yes;no;yes;no;yes;moderately;prefer not to say;a little;a little;prefer not to say
Finland;18;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;no;yes;a little;yes;moderately;moderately;moderately
Nigeria;22;woman;extremely;yes;no;yes;yes;yes;yes;no;no;no;yes;no;no;no;no;yes;not at all;yes;not at all;very;a little
Portugal;20;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;no;yes;yes;no;no;no;yes;not at all;no;very;not at all;not at all
Nigeria;19;woman;a little;no;yes;yes;yes;yes;no;no;no;no;yes;no;no;yes;yes;yes;not at all;yes;a little;not at all;a little
Nigeria;18;woman;a little;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;not at all;no;a little;not at all;not at all
Australia;18;man;a little;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;yes;extremely;a little;not at all
Nigeria;22;woman;moderately;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;no;not at all;yes;moderately;not at all;moderately
Finland;25;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;completely reassured;yes;very;prefer not to say;not at all
Australia;24;man;very;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;yes;no;no;a little;yes;moderately;not at all;very
Australia;23;man;very;no;no;yes;yes;yes;no;no;no;no;no;no;no;no;no;no;moderately;yes;very;moderately;extremely
Nigeria;20;woman;very;yes;yes;yes;yes;yes;no;yes;prefer not to say;no;no;prefer not to say;no;no;no;no;moderately;yes;moderately;not at all;moderately
Nigeria;24;woman;very;yes;no;no;no;yes;no;no;no;yes;no;no;no;prefer not to say;no;prefer not to say;moderately;no;a little;not at all;not at all
Portugal;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;a little;yes;very;very;extremely
Portugal;21;man;prefer not to say;yes;yes;no;yes;yes;no;yes;yes;no;yes;no;yes;no;yes;yes;prefer not to say;prefer not to say;extremely;not at all;not at all
Finland;23;man;very;yes;yes;yes;no;no;yes;yes;yes;no;yes;yes;yes;yes;no;yes;a little;yes;very;a little;moderately
Portugal;23;man;very;yes;no;no;yes;no;yes;yes;yes;no;no;yes;no;no;no;no;not at all;yes;moderately;not at all;a little
Australia;22;man;not worried;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;a little;yes;extremely;a little;a little
Portugal;21;man;very;yes;prefer not to say;yes;yes;no;no;no;no;yes;yes;yes;yes;prefer not to say;no;no;a little;yes;a little;not at all;a little
Australia;23;man;moderately;no;no;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;a little;no;moderately;a little;a little
Australia;25;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;no;yes;no;yes;not at all;yes;extremely;not at all;extremely
Nigeria;23;woman;very;yes;yes;yes;yes;no;no;no;no;yes;no;yes;yes;yes;no;yes;moderately;no;not at all;a little;not at all
Finland;25;man;moderately;yes;yes;yes;yes;yes;yes;no;yes;no;no;no;no;yes;no;no;not at all;yes;very;moderately;very
Finland;21;man;very;yes;no;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;yes;very;yes;not at all;not at all;a little
Finland;22;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;completely reassured;yes;moderately;moderately;moderately
Finland;19;woman;very;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;moderately;yes;very;moderately;moderately
Australia;24;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;not at all;yes;not at all;not at all;not at all
Finland;22;woman;moderately;no;yes;no;no;no;yes;yes;yes;yes;no;no;yes;no;yes;yes;moderately;no;a little;moderately;moderately
Nigeria;22;woman;very;yes;no;no;yes;no;no;yes;yes;yes;no;no;no;yes;no;no;a little;yes;moderately;a little;very
Nigeria;20;woman;very;no;yes;yes;yes;yes;no;no;yes;yes;no;yes;yes;no;no;no;not at all;no;not at all;not at all;moderately
Nigeria;22;woman;moderately;no;yes;no;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;not at all;no;very;extremely;moderately
Portugal;24;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;completely reassured;yes;a little;very;a little
Nigeria;19;woman;extremely;yes;yes;yes;yes;yes;yes;no;no;yes;yes;yes;yes;yes;yes;yes;completely reassured;yes;prefer not to say;moderately;not at all
Portugal;19;man;a little;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;not at all;yes;a little;not at all;not at all
Nigeria;22;woman;moderately;no;no;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;not at all;yes;very;not at all;very
Finland;19;woman;very;yes;no;no;yes;no;no;yes;no;yes;no;no;no;no;yes;yes;moderately;no;moderately;a little;moderately
Nigeria;23;woman;moderately;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;moderately;no;very;very;very
Nigeria;25;woman;moderately;yes;no;yes;yes;yes;yes;no;no;no;no;no;yes;no;no;yes;very;no;not at all;extremely;not at all
Nigeria;23;woman;very;no;no;yes;yes;yes;no;no;no;no;yes;yes;no;yes;no;yes;not at all;no;very;not at all;extremely
Portugal;18;man;very;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;no;no;no;no;a little;yes;a little;a little;a little
Portugal;23;man;extremely;yes;yes;no;yes;no;yes;yes;yes;no;yes;yes;no;yes;no;no;not at all;yes;extremely;not at all;extremely
Finland;20;man;not worried;yes;no;yes;yes;yes;yes;no;no;no;yes;yes;yes;no;yes;yes;very;yes;moderately;a little;very
Nigeria;18;woman;a little;no;yes;no;yes;no;yes;no;no;no;no;yes;no;no;no;no;not at all;yes;moderately;not at all;moderately
Portugal;19;woman;very;prefer not to say;no;yes;yes;no;no;yes;no;prefer not to say;yes;yes;yes;yes;no;yes;moderately;no;not at all;a little;not at all
Finland;23;woman;a little;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;prefer not to say;not at all;not at all;not at all
Portugal;23;woman;very;yes;yes;yes;yes;no;yes;yes;yes;no;yes;no;no;no;no;yes;a little;no;moderately;a little;not at all
Portugal;21;man;a little;yes;no;yes;yes;no;yes;no;no;no;no;yes;no;no;yes;prefer not to say;a little;no;not at all;a little;not at all
Nigeria;21;woman;moderately;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;no;a little;a little;not at all
Portugal;17;woman;a little;yes;no;yes;yes;no;no;no;yes;yes;no;no;no;yes;no;yes;a little;yes;very;a little;moderately
Portugal;18;man;extremely;yes;no;yes;yes;no;yes;yes;no;yes;yes;no;prefer not to say;prefer not to say;no;yes;moderately;no;not at all;moderately;a little
Portugal;22;man;very;yes;no;yes;yes;no;yes;no;no;no;yes;no;no;no;no;yes;not at all;yes;a little;very;very
Finland;20;man;very;yes;yes;yes;yes;no;no;no;yes;no;no;yes;no;no;no;no;moderately;yes;very;moderately;very
Portugal;20;woman;extremely;no;yes;yes;no;yes;yes;yes;no;no;yes;no;no;yes;yes;yes;a little;yes;a little;a little;moderately
Nigeria;17;woman;very;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;no;a little;no;moderately;moderately;moderately
Portugal;17;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;no;no;a little;no;a little;a little;a little
Portugal;22;man;not worried;no;yes;yes;no;no;yes;no;no;no;no;no;yes;prefer not to say;yes;no;not at all;yes;extremely;not at all;extremely
Portugal;18;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;completely reassured;yes;prefer not to say;not at all;prefer not to say
Finland;20;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;yes;moderately;yes;moderately;moderately;very
Portugal;19;man;very;yes;no;yes;yes;yes;no;yes;no;no;yes;yes;no;no;no;yes;very;yes;extremely;very;very
Finland;21;man;moderately;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;not at all;yes;not at all;not at all;not at all
Australia;20;man;moderately;yes;yes;no;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;yes;not at all;yes;extremely;extremely;prefer not to say
Portugal;17;man;moderately;no;no;yes;yes;no;yes;no;yes;no;yes;no;no;no;no;yes;moderately;no;prefer not to say;prefer not to say;prefer not to say
Nigeria;22;woman;prefer not to say;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;prefer not to say;yes;not at all;a little;not at all
Portugal;21;man;moderately;yes;no;no;yes;yes;no;yes;no;no;no;no;no;yes;no;no;moderately;no;not at all;moderately;a little
Portugal;20;man;very;yes;no;yes;yes;no;yes;yes;no;no;no;no;no;yes;no;no;a little;yes;a little;a little;a little
Australia;20;man;moderately;yes;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;moderately;yes;moderately;a little;moderately
Finland;23;woman;moderately;no;yes;no;no;yes;no;no;no;no;no;no;yes;yes;yes;no;moderately;yes;not at all;not at all;not at all
Portugal;21;man;very;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;moderately;no;not at all;not at all;not at all
Australia;24;man;a little;no;no;no;prefer not to say;no;prefer not to say;no;no;no;no;no;prefer not to say;no;no;no;prefer not to say;no;prefer not to say;moderately;prefer not to say
Nigeria;24;woman;extremely;yes;prefer not to say;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;no;a little;no;moderately;a little;moderately
Finland;24;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;moderately;a little;moderately
Nigeria;24;woman;very;yes;no;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;a little;yes;a little;a little;a little
Australia;18;man;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;no;yes;yes;no;yes;not at all;yes;a little;not at all;very
Portugal;18;man;moderately;yes;no;no;no;yes;no;no;yes;no;no;no;yes;yes;no;no;a little;yes;not at all;very;moderately
Portugal;21;man;extremely;no;no;yes;yes;no;yes;no;yes;no;no;no;no;yes;no;no;not at all;yes;extremely;not at all;very
Nigeria;19;woman;very;no;yes;no;yes;no;yes;yes;yes;no;no;no;no;no;no;yes;not at all;yes;very;a little;extremely
Portugal;21;woman;prefer not to say;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;moderately;no;very;very;a little
Portugal;17;man;very;yes;yes;yes;yes;no;yes;no;yes;yes;yes;yes;yes;yes;no;no;not at all;yes;very;moderately;very
Australia;25;man;moderately;no;no;yes;yes;no;no;yes;no;yes;no;no;no;no;prefer not to say;no;moderately;no;moderately;a little;not at all
Nigeria;19;woman;not worried;no;yes;yes;no;no;yes;no;no;no;no;no;no;no;yes;yes;prefer not to say;no;moderately;very;a little
Portugal;19;woman;extremely;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;no;no;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Portugal;20;woman;extremely;yes;no;yes;yes;no;no;no;yes;no;yes;no;no;no;no;yes;not at all;yes;moderately;not at all;a little
Nigeria;19;woman;moderately;no;no;yes;yes;yes;yes;no;no;no;no;yes;no;yes;yes;yes;not at all;yes;a little;not at all;a little
Australia;18;man;moderately;prefer not to say;no;no;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Australia;23;man;moderately;yes;yes;yes;no;yes;yes;no;no;no;yes;no;no;yes;no;yes;moderately;no;a little;very;very
Australia;21;man;extremely;yes;yes;no;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;yes;not at all;yes;moderately;moderately;moderately
Portugal;21;woman;moderately;yes;no;yes;yes;no;yes;yes;no;prefer not to say;yes;yes;yes;no;prefer not to say;yes;moderately;yes;moderately;very;moderately
Australia;24;man;very;yes;yes;yes;no;no;no;yes;yes;yes;no;yes;no;yes;yes;no;very;yes;very;moderately;moderately
Australia;19;man;extremely;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;very;yes;moderately;moderately;moderately
Australia;21;man;extremely;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;a little;yes;extremely;not at all;extremely
